party,state,pc_name,candidate,Sum of total_votes,Sum of total_electors
AAAP,Uttar Pradesh,Amroha,SYED MUKARRAM,2601,1544245
AAAP,Uttar Pradesh,Aonla,MUNNA SINGH,2304,1653577
AAAP,Uttar Pradesh,Azamgarh,RAJESH,3082,1703121
AAAP,Uttar Pradesh,Badaun,MAHABIR MEHRA CHHILARKI,2861,1769145
AAAP,Uttar Pradesh,Baghpat,SOMENDAR DHAKA,5828,1505175
AAAP,Uttar Pradesh,Bahraich,KINJARAPU RAM MOHAN NAIDU,8319,1638640
AAAP,Uttar Pradesh,Ballia,BHARAT,3297,1768271
AAAP,Uttar Pradesh,Banda,AMAR SINGH MAHAUR,6439,1601855
AAAP,Uttar Pradesh,Bansgaon,RAMNIVAS  PASWAN,5236,1760090
AAAP,Uttar Pradesh,Barabanki,GAUTAM,3126,1721278
AAAP,Uttar Pradesh,Bareilly,SUNIL KUMAR,3703,1664081
AAAP,Uttar Pradesh,Basti,ANAND RAMESH PATIL,8407,1787476
AAAP,Uttar Pradesh,Bijnor,GAURAV BHATIA,2483,1562081
AAAP,Uttar Pradesh,Bulandshahr,DR. KALIDAS PRAKASH VAINGANKAR,9727,1736436
AAAP,Uttar Pradesh,Chandauli,IRSHAD ANSARI ADVOCATE,15598,1593133
AAAP,Uttar Pradesh,Deoria,KUMAR,4952,1806926
AAAP,Uttar Pradesh,Domariyaganj,MD. MINHAZ ALAM,3174,1761415
AAAP,Uttar Pradesh,Etah,HANS RAJ HANS,2186,1577457
AAAP,Uttar Pradesh,Etawah,RATTAN LAL,5923,1707237
AAAP,Uttar Pradesh,Faizabad,BIPIN NATH TIWARI ALIAS BIPIN TIWARI,4795,1738701
AAAP,Uttar Pradesh,Farrukhabad,TARIK PARVEZ,1857,1613781
AAAP,Uttar Pradesh,Fatehpur,ZAINUL ABDIN,2454,1804753
AAAP,Uttar Pradesh,Fatehpur Sikri,LAXMISHANKAR MADHUSUDAN JOSHI,3117,1580582
AAAP,Uttar Pradesh,Firozabad,JANGITE LAKSHMI NARASIMHA YADAV,2808,1636738
AAAP,Uttar Pradesh,Gautam Buddha Nagar,UDAY SINGH ALIAS PAPPU SINGH,32358,1986109
AAAP,Uttar Pradesh,Ghaziabad,SHAZIA ILMI MALIK,89147,2357553
AAAP,Uttar Pradesh,Ghazipur,BRIJ BHUSHAN KARANWAL,6925,1801519
AAAP,Uttar Pradesh,Ghosi,MANISH KUMAR,4188,1891112
AAAP,Uttar Pradesh,Gonda,CHAUDHARY RAIS AHMAD,3358,1710825
AAAP,Uttar Pradesh,Gorakhpur,MOHAN,11873,1903988
AAAP,Uttar Pradesh,Hamirpur,KUMAR,9663,1737993
AAAP,Uttar Pradesh,Hardoi,LAL SINGH,1669,1714388
AAAP,Uttar Pradesh,Hathras,PROBHU LAL VAISNAVA,5043,1758927
AAAP,Uttar Pradesh,Jalaun,DALCHANDRA ANURAGI,3337,1887189
AAAP,Uttar Pradesh,Jaunpur,JANGITE LAKSHMI NARASIMHA YADAV,43471,1848842
AAAP,Uttar Pradesh,Jhansi,ARCHANA,5536,1932052
AAAP,Uttar Pradesh,Kairana,SUNIL KUMAR,2662,1531767
AAAP,Uttar Pradesh,Kaiserganj,MD. TAUFIQUE AHMAD,3710,1711967
AAAP,Uttar Pradesh,Kannauj,IMRAN,4826,1808886
AAAP,Uttar Pradesh,Kanpur,MAHMOOD HUSAIN RAHMANI,11925,1611248
AAAP,Uttar Pradesh,Kaushambi,SUMAN,3693,1738509
AAAP,Uttar Pradesh,Kheri,ASHOK KUMAR YADAV,3165,1679466
AAAP,Uttar Pradesh,Kushi Nagar,VENKATESWAR RAO PULLAKHANDAM,3802,1680992
AAAP,Uttar Pradesh,Lalganj,Engineer Ajeet Sonkar,4520,1751980
AAAP,Uttar Pradesh,Lalganj,PROBHU LAL VAISNAVA,5668,1661470
AAAP,Uttar Pradesh,Lucknow,JAVED,41429,1949956
AAAP,Uttar Pradesh,Machhlishahr,VIRENDRA KUMAR,9223,1891969
AAAP,Uttar Pradesh,Maharajganj,BIPIN NATH TIWARI ALIAS BIPIN TIWARI,3196,1743131
AAAP,Uttar Pradesh,Mainpuri,MUNNA SINGH,5588,1653058
AAAP,Uttar Pradesh,Mathura,KUMAR,7858,1682260
AAAP,Uttar Pradesh,Meerut,BIREN SINGH ENGTI,11793,1764388
AAAP,Uttar Pradesh,Mirzapur,BRIJESH KUMAR,4318,1720661
AAAP,Uttar Pradesh,Mohanlalganj,GAUTAM,10031,1838194
AAAP,Uttar Pradesh,Moradabad,KUMAR,4469,1771985
AAAP,Uttar Pradesh,Muzaffarnagar,MOHAMMED ABDUL WAKEEL,1933,1588475
AAAP,Uttar Pradesh,Nagina,UPAMANYU HAZARIKA,3695,1493419
AAAP,Uttar Pradesh,Phulpur,SHRI LAL MARKAM (BADE SHRI),7384,1913275
AAAP,Uttar Pradesh,Pilibhit,P RAJEEV,5547,1671154
AAAP,Uttar Pradesh,Pratapgarh,NIMESH SHUKLA,9983,1716394
AAAP,Uttar Pradesh,Rae Bareli,ARCHANA SRIVASTAVA,10383,1594954
AAAP,Uttar Pradesh,Rampur,SHUKUR ALI,1996,1616972
AAAP,Uttar Pradesh,Robertsganj,RAVI,9913,1639074
AAAP,Uttar Pradesh,Saharanpur,KUMAR,3065,1608833
AAAP,Uttar Pradesh,Saharanpur,YOGESH DAHIYA,1449,1739082
AAAP,Uttar Pradesh,Salempur,PRATAP SINGH,4263,1661737
AAAP,Uttar Pradesh,Sant Kabir Nagar,AFTAB ALAM,7458,1904315
AAAP,Uttar Pradesh,Shahjahanpur,BIREN SINGH ENGTI,3610,1979294
AAAP,Uttar Pradesh,Shrawasti,RATNESH,2578,1788080
AAAP,Uttar Pradesh,Sitapur,SHEFALI MISRA,2319,1550263
AAAP,Uttar Pradesh,Sultanpur,PRATAP SINGH,5835,1703698
AAAP,Uttar Pradesh,Unnao,ARVIND KUMAR,4214,2164392
AAAP,Uttar Pradesh,Varanasi,ARVIND,209238,1766487
AAAP,Uttarakhand,Almora,GANTI HARISH MADHUR (BALAYOGI),7916,1253541
AAAP,Uttarakhand,Garhwal,RAKESH SINGH,6727,1267218
AAAP,Uttarakhand,Hardwar,SACHIN CHOUDHARY,18170,1642873
AAAP,Uttarakhand,Nainital-udhamsingh Nagar,MUNNA SINGH,13472,1610811
AAAP,Uttarakhand,Tehri Garhwal,ANOOP NAUTIYAL,24043,1352614
AAAP,West Bengal,Barrackpore,MIHIR CHANDRA MAHATO,1787,1287222
AAAP,West Bengal,Howrah,MUNNA SINGH,2186,1505099
AAAP,West Bengal,Kolkata Uttar,ALOK KUMAR,4399,1433985
AAAP,West Bengal,Raiganj,MOHAMMAD MUKHTAR ALAM,3614,1387526
AABHAP,Madhya Pradesh,GUNA,REKHA BAI,1519,1675724
AABHAP,Madhya Pradesh,GWALIOR,HANUMANT SINGH,1953,2000744
AABHAP,Uttar Pradesh,Rae Bareli,ASHOK PRATAP MAURYA,9459,1702248
AABHAP,Uttar Pradesh,Unnao,Shailesh Kushwaha,3550,2191465
AACP,Uttar Pradesh,Varanasi,BRAJENDRA DUTT TRIPATHI,838,1856791
AAHPty,Bihar,Muzaffarpur,Pankaj Kumar,3434,1730553
AAM,Bihar,Jhanjharpur,Ramesh kumar Kamat,4792,1852417
AAM,Bihar,Khagaria,Dhirendra Chaudhary,10747,1676454
AAM,Bihar,Madhepura,Manoj Kumar Mandal,2565,1884883
AAM,Bihar,Samastipur (SC),ASHA DEVI,14114,1679030
AAM,Jharkhand,Godda,Murari Kapri,2627,1716766
AAMJP,Uttar Pradesh,Domariyaganj,DR. TITUS BHENGRA,9371,1761415
AAP,Rajasthan,Jalore,SUSHMITA DEV,2017,1824968
AAP,Rajasthan,TONK-SAWAI MADHOPUR,AHMED ALI KHAN,2363,1710775
AAPP,Haryana,Ambala,SANDEEP SINGH,894,1853711
AAPP,Haryana,Bhiwani-Mahendragarh,SATBIR,433,1654317
AAPP,Haryana,Faridabad,RAKESH KUMAR,451,2071816
AAPP,Haryana,Gurgaon,VINOD KUMAR,1203,2150728
AAPP,Haryana,Karnal,Ankur,2789,1904193
AAPP,Haryana,Kurukshetra,NITIN,467,1657335
AAPP,Haryana,Rohtak,RAJBIR,183,1737133
AAPP,Haryana,Sonipat,MANISH,309,1592611
AAPP,Maharashtra,Mumbai North East,Nutan Sharad Kumar Singh,566,1588693
AAPP,Maharashtra,Mumbai North West,Harishankar Shivpujan Yadav,441,1732263
AAPP,Maharashtra,Mumbai South central,Yoganand Nadar,883,1440380
AAPP,NCT OF Delhi,CHANDNI CHOWK,VIRENDER PRATAP SINGH,744,1562283
AAPP,NCT OF Delhi,EAST DELHI,AJAY CHAUDHARY,1282,2039302
AAPP,NCT OF Delhi,NEW DELHI,SUNIL,1159,1617470
AAPP,NCT OF Delhi,NORTH EAST DELHI,MUKESH,1475,2290492
AAPP,NCT OF Delhi,SOUTH DELHI,DEEPAK KUMAR,929,2067463
AAPP,NCT OF Delhi,WEST DELHI,VIKASH KUMAR MOHAL,895,2371644
AAPP,Uttar Pradesh,Baghpat,DEVENDER,661,1616476
AAPP,Uttar Pradesh,Bulandshahr,VINAY KUMAR SINGH,917,1787925
AAPP,Uttar Pradesh,Gautam Buddha Nagar,DAYARAM,545,2302960
AAPP,Uttar Pradesh,Kairana,MANOJ KUMAR,913,1666703
AAPP,Uttar Pradesh,Saharanpur,PAWAN KUMAR,727,1739082
ABAS,Uttar Pradesh,Kanpur,DEVENDRA SHARMA,296,1611248
ABCD(A),Gujarat,Ahmedabad East,AMIRUDDIN,895,1601832
ABCD(A),Rajasthan,Alwar,MANGURAM SAIN,566,1626442
ABD,Haryana,Faridabad,Adv. HARI SHANKAR RAJVANS,716,2071816
ABEP,Maharashtra,Madha,Bramhakumari Pramilaben,1006,1909574
ABGP,Madhya Pradesh,BETUL,PUSHPA DR. SHAILENDRA PENDAM,3768,1737437
ABGP,Madhya Pradesh,CHHINDWARA,MANMOHAN SHAH BATTI,35968,1514783
ABGP,Madhya Pradesh,KHANDWA,DARASINGH PATEL KHATVASHE,1270,1909055
ABGP,Madhya Pradesh,SIDHI,Nirmala Dr. H.L. Prajapati,5589,1845547
ABGP,Uttar Pradesh,Kushi Nagar,DR GANESH,1831,1761564
ABHKP,Haryana,Faridabad,KHUSH DIL SEHGAL (KAPOOR),685,1740352
ABHM,Haryana,Faridabad,RAVI,1689,1740352
ABHM,Jharkhand,Chatra,SAGAR RAM,9588,2737780
ABHM,Madhya Pradesh,GWALIOR,BIREN SINGH ENGTI,2244,1876965
ABHM,Madhya Pradesh,SATNA,"MAHESH SAHU ""PAPPU""",3081,1575064
ABHM,Maharashtra,Ratnagiri - sindhudurg,VINOD,1395,1367362
ABHM,Odisha,Jagatsinghpur,DIPAK KUMAR DAS,1503,1643595
ABHM,Odisha,Keonjhar,Lalmohan Hansda,10038,1516688
ABHM,Odisha,Puri,JAYAPRAKASH SETHI,5008,1562331
ABHM,Rajasthan,Ajmer,JITENDRABHAI PREMNATH MISHRA,1869,1683261
ABHM,Rajasthan,Sikar,BIREN SINGH ENGTI,5387,1769882
ABHM,Tamil Nadu,Chidambaram,M V V SATYANARAYANA,6824,1366190
ABHM,Uttar Pradesh,Aonla,KUMAR,4332,1653577
ABHP,Uttar Pradesh,Akbarpur,Amit Tripathi,1976,1766121
ABHS,Maharashtra,Jalna,Ganesh Shankar Chandode,1567,1867220
ABJS,Bihar,Arrah,BHARAT,10950,1824515
ABJS,Bihar,Arrah,Bharat Bhushan Pandey,3597,2089353
ABJS,Bihar,Karakat,ASHWANI KUMAR DUBEY,4795,1580558
ABJS,Gujarat,Anand,BHATT ASHISHKUMAR MANOJKUMAR,1034,1655870
ABJS,Haryana,Gurgaon,ADVOCATE PARVEEN YADAV WAZIRABAD,1027,2150728
ABJS,Jharkhand,Kodarma,YOGENDRA RAM,4516,1639645
ABJS,Maharashtra,Thane,DILIP PRABHAKAR ALONI (JOSHI),850,2370903
ABJS,Maharashtra,Thane,JAIN SURENDRAKUMAR,641,2073251
ABJS,NCT OF Delhi,SOUTH DELHI,DESH KUMAR,403,2067463
ABJS,Uttar Pradesh,Lucknow,Amar Kumar Raizada,2104,2040367
ABLP,Uttar Pradesh,Baghpat,MANOJ RANA,503,1616476
ABML(S),Jammu & Kashmir,Srinagar,MUSHTAQ SHAMIM,521,1207230
ABML(S),Karnataka,Bidar,ABDUS SATTAR MUJAHED,4624,1775095
ABML(S),Telangana,CHELVELLA,SYED SADIQ PASHA,56835,2185164
ABML(S),Telangana,Secundrabad,ABDUS SATTAR MUJAHED,809,1893741
ABML(S),Telangana,Secundrabad,M . D . NAZEERUDDIN QUADRI,555,1968276
ABML(S),Uttar Pradesh,Moradabad,MOHD AYUB,956,1771985
ABML(S),Uttarakhand,Hardwar,JAVED,614,1642873
ABMP,Maharashtra,Bhandara - gondiya,JITENDRA,1077,1655852
ABMP,Maharashtra,Nagpur,VANITA JITENDRA RAUT,480,2161096
ABMP,NCT OF Delhi,NEW DELHI,JITENDRA RAUT,405,1617470
ABNNP,Uttar Pradesh,Kushi Nagar,LALITA,2759,1761564
ABRS,Uttar Pradesh,Kanpur,PROBHU LAL VAISNAVA,683,1611248
ABSC,Uttar Pradesh,Gautam Buddha Nagar,ARVIND KUMAR SHARMA,2530,1986109
ABSKP,Chhattisgarh,BASTAR,MANGALARAM KARMA,9912,1379122
ABSP,NCT OF Delhi,WEST DELHI,KUMAR,651,2039410
ABSR,Punjab,Bathinda,GEETA RANI KUSHWAH,4380,1525289
ABSSP,Maharashtra,Nagpur,DR. VINOD KASHIRAM BADOLE,735,2161096
ABVCP,Madhya Pradesh,KHANDWA,SHARIF RAJGEER,2255,1759417
ACDP,Maharashtra,Mumbai South central,Adv. Mahendra Tulshiram Bhingardive,589,1440380
ACDP,Puducherry,Puducherry,S. THIRUGNANAM,674,973410
ACDP,Tamil Nadu,Arani,SUNDAR K,1972,1449150
ACDP,Tamil Nadu,Chennai central,KARNAN.C.S.,5768,1332300
ACDP,Tamil Nadu,Cuddalore,KUPPUSAMY,7540,1364038
ACDP,Tamil Nadu,Nagapattinam,VEDARETHINAM G,895,1303649
ACDP,Tamil Nadu,Sriperumbudur,Rajasekaran S,13746,2253448
ACDP,Tamil Nadu,Tenkasi,RAVI. K,1194,1492317
ACDP,Tamil Nadu,Thiruvallur,C.Kalanithi,4162,1946870
ACDP,Telangana,Karimnagar,AILA PRASANNA,1459,1651543
ACDP,Telangana,Peddapalle,Sankenapalli Devadas,2215,1479091
ACP,Andhra Pradesh,Vizianagaram,Chiranjeevi Lingala,1263,1503980
AD,Madhya Pradesh,BHOPAL,GAUTAM,614,1957241
AD,Madhya Pradesh,KHAJURAHO,JAGDESH KUMAR PATEL,2549,1702833
AD,Madhya Pradesh,REWA,M. P. VISHWAKARMA (MUNNA PRASAD),3164,1544719
AD,Madhya Pradesh,SATNA,RAMESH PRASAD,1503,1458381
AD,Uttar Pradesh,Mirzapur,MUNNA SINGH,436536,1720661
AD,Uttar Pradesh,Pratapgarh,MUNNA SINGH,375789,1716394
ADAL,Uttar Pradesh,Mirzapur,Anupriya Singh Patel,591564,1845150
ADAL,Uttar Pradesh,Robertsganj,PAKAURI LAL KOL,447914,1723538
ADMK,Puducherry,Puducherry,M.V. OMALINGAM,132657,901357
ADMK,Tamil Nadu,Arakkonam,G. V. N. BASAVA RAO,493534,1401813
ADMK,Tamil Nadu,Arani,ELUMALAI V,889675,2818818
ADMK,Tamil Nadu,Chennai central,KUMAR,333296,1328038
ADMK,Tamil Nadu,Chennai North,MAGANTTI VENKATESWARA RAO BABU,406704,1422392
ADMK,Tamil Nadu,Chennai South,Dr.J.JAYAVARDHAN,737189,3769309
ADMK,Tamil Nadu,Chidambaram,CHANDRASEKAR P,497010,1480222
ADMK,Tamil Nadu,Chidambaram,M Shashikumar Hlepadi,429536,1366190
ADMK,Tamil Nadu,Coimbatore,"NAGARAJAN, A.",431717,1720221
ADMK,Tamil Nadu,Cuddalore,"ARULMOZHITHEVAN, K.",481429,1247908
ADMK,Tamil Nadu,Dharmapuri,MOHAN,391048,1358273
ADMK,Tamil Nadu,Dindigul,KUMAR,510462,1400531
ADMK,Tamil Nadu,Erode,KUMAR,466995,1321399
ADMK,Tamil Nadu,Erode,MANIMARAN G,352973,1462246
ADMK,Tamil Nadu,Kallakurichi,Surya Bhavani. K,533383,1412499
ADMK,Tamil Nadu,Kancheepuram,Maragatham K,397372,1643992
ADMK,Tamil Nadu,Kancheepuram,Usha K,499395,1480123
ADMK,Tamil Nadu,Kanniyakumari,N. D. VENU,176239,1467796
ADMK,Tamil Nadu,Karur,Thambidurai M,275151,1387286
ADMK,Tamil Nadu,Karur,"THAMBIDURAI,M.",540722,1298322
ADMK,Tamil Nadu,Krishnagiri,ASHOK KUMAR,480491,1379957
ADMK,Tamil Nadu,Krishnagiri,K.P.MUNUSAMY,454533,1530404
ADMK,Tamil Nadu,Madurai,GOPALAKRISHNAN S,453785,1441434
ADMK,Tamil Nadu,Madurai,RAJ SATYEN V.V.R,307680,1539026
ADMK,Tamil Nadu,Mayiladuthurai,ASAIMANI. S,337978,1484842
ADMK,Tamil Nadu,Mayiladuthurai,MOHAN,513729,1350318
ADMK,Tamil Nadu,Nagapattinam,DR. SANJAY JAISWAL,434174,1210626
ADMK,Tamil Nadu,Nagapattinam,SARAVANAN M,311539,1303649
ADMK,Tamil Nadu,Namakkal,KALIAPPAN P,361142,1413599
ADMK,Tamil Nadu,Namakkal,SUNDARAM.N,563272,1329552
ADMK,Tamil Nadu,Nilgiris,GOPALAKRISHNAN S,463700,1269173
ADMK,Tamil Nadu,Nilgiris,"THIYAGARAJAN, M.",342009,1366060
ADMK,Tamil Nadu,Perambalur,"MARUTHARAJAA, R.P.",462693,1285576
ADMK,Tamil Nadu,Perambalur,"SIVAPATHY, N.R",280179,1391853
ADMK,Tamil Nadu,Pollachi,MAHENDRAN. C,795439,2902009
ADMK,Tamil Nadu,Ramanathapuram,TARIQ ANWAR,405945,1455988
ADMK,Tamil Nadu,Salem,PANNERSELVAM.V,556546,1498350
ADMK,Tamil Nadu,Salem,SARAVANAN.K.R.S,459376,1612512
ADMK,Tamil Nadu,Sivaganga,SENTHILNATHAN PR,475993,1412373
ADMK,Tamil Nadu,Sriperumbudur,"RAMACHANDRAN, K.",545820,1946503
ADMK,Tamil Nadu,Tenkasi,Dr.KRISHNASAMY.K,355389,1492317
ADMK,Tamil Nadu,Tenkasi,VASANTHI.M,424586,1382081
ADMK,Tamil Nadu,Thanjavur,PARAS,510307,1340050
ADMK,Tamil Nadu,Theni,"PARTHIPAN, G.",571254,1441302
ADMK,Tamil Nadu,Theni,"RAVEENDRANATH KUMAR, P",504813,1561040
ADMK,Tamil Nadu,Thiruvallur,Dr.P.Venugopal,410337,1946870
ADMK,Tamil Nadu,Thiruvallur,VENUGOPAL.P.(DR),628499,1702833
ADMK,Tamil Nadu,Thoothukkudi,THYAGARAJ,366052,1310406
ADMK,Tamil Nadu,Tiruchirappalli,ADV.PRETHEEP KUMAR.P.K.,458478,1387140
ADMK,Tamil Nadu,Tirunelveli,PAUL MANOJ PANDIAN,337273,1547800
ADMK,Tamil Nadu,Tirunelveli,PRABAKARAN. K.M.,398139,1420435
ADMK,Tamil Nadu,Tiruppur,"ANANDAN, M.S.M.",415357,1530014
ADMK,Tamil Nadu,Tiruppur,V.SATHYABAMA,442778,1375589
ADMK,Tamil Nadu,Tiruvannamalai,AGRI KRISHNAMURTHY S S,362085,1473862
ADMK,Tamil Nadu,Tiruvannamalai,SHASHIKUMAR R N,500751,1352966
ADMK,Tamil Nadu,Vellore,A.C.SHANMUGAM,477199,1438643
ADMK,Tamil Nadu,Vellore,B. GEETHA,383719,1312259
ADMK,Tamil Nadu,Viluppuram,RAJENDIRAN T,482704,1387007
ADMK,Tamil Nadu,Virudhunagar,RADHAKRISHNAN. U,406694,1350495
ADPT,Gujarat,Bharuch,AHMED ALI KHAN,1083,1417548
ADPT,Gujarat,Bharuch,Sabbirbhai Musabhai Patel,826,1564519
ADPT,Gujarat,Kheda,ABDUL WARIS,1024,1599476
ADPT,Gujarat,Kheda,Pathan Imtiyazkhan Saeedkhan,4856,1804028
ADPT,Gujarat,Vadodara,JAVADKHAN PATHAN,1109,1638321
ADPT,Uttar Pradesh,Sultanpur,SARTAJ KHAN,2363,1703698
ADRP,Assam,Lakhimpur,DILIP MORAN,8285,1708013
ADRSP,Uttar Pradesh,Agra,Chandra Pal,2802,1937690
ADRSP,Uttar Pradesh,Fatehpur Sikri,SADAB NOOR,621,1718837
ADSMK,Tamil Nadu,Arani,V.ANNA VENKATESH,2372,1369668
ADSP,Gujarat,Bardoli,DONDIBA RAMU RATHOD,5334,1614106
ADSP,Gujarat,Valsad,KUMAR,6028,1512061
ADUP,Uttar Pradesh,Kushi Nagar,ADVOCATE MOULVI ZAMERUDDIN,3843,1680992
ADUP,Uttar Pradesh,Kushi Nagar,AMIRUDDIN,8541,1761564
ADUP,Uttar Pradesh,Maharajganj,AKHILESH KUMAR,5422,1743131
AgIMK,Kerala,Wayanad,Raghul Gandhi K S/o Krishnan P,845,1359679
AgIMK,Puducherry,Puducherry,K.ARUNACHALAM,2201,973410
AgIMK,Tamil Nadu,Cuddalore,M PAVADAI RAJA,459,1364038
AgIMK,Tamil Nadu,Sivaganga,ARIMALAM THIAGI.SUBRAMANIAN MUTHURAJA,1283,1552019
AgIMK,Tamil Nadu,Viluppuram,RAJA S,2532,1444335
AGP,Assam,Barpeta,Kumar Deepak Das,504866,1685149
AGP,Assam,Barpeta,PHANI BHUSAN CHOUDHURY,73733,1430188
AGP,Assam,Dhubri,MIRZA SAJAD HUSSAIN BEIGH,9897,1550166
AGP,Assam,Dhubri,ZABED ISLAM,399733,1858566
AGP,Assam,Dibrugarh,ANUP PHUKON,45710,1124305
AGP,Assam,Gauhati,RAMESH PRASAD,86546,1922270
AGP,Assam,Jorhat,PRODIP HAZARIKA,46626,1189486
AGP,Assam,Kaliabor,ARUN KUMAR,78132,1457219
AGP,Assam,Kaliabor,Moni Madhab Mahanta,576098,1734938
AGP,Assam,Karimganj,BIPIN NATH TIWARI ALIAS BIPIN TIWARI,5556,1165997
AGP,Assam,Lakhimpur,RAMESH PRASAD,81753,1431080
AGP,Assam,Mangaldoi,MADHAB RAJBANGSHI,66467,1515676
AGP,Assam,Nowgong,MRIDULA BARKAKOTY,35142,1523881
AGP,Assam,Silchar,KANUMURU RAGHU RAMA KRISHNA RAJU,7679,1060175
AGP,Assam,Tezpur,JOSEPH TOPPO,40489,1259568
AGRJP,NCT OF Delhi,NORTH EAST DELHI,A.K. AGGARWAL,3191,1957708
AGRJP,Uttar Pradesh,Varanasi,A.K. AGGARWAL,2037,1766487
AHFBK,Bihar,Aurangabad,DR DHARMENDRA KUMAR,16589,1742883
AHFBK,Bihar,Karakat,RAMJEE SINGH KANTA,6663,1771254
AHIMSASP,Tamil Nadu,Namakkal,RAMESH T,972,1413599
AHNP,Jharkhand,Giridih,Chandra Deo Prasad,1650,1649413
AHNP,Jharkhand,Jamshedpur,Sabita Kaivarto,6272,1703279
AHNP,Jharkhand,Khunti,MUNNA BARAIK,1864,1202664
AHNP,Karnataka,Mandya,D.C. JAYASHANKARA,4992,1712004
AHNP,Telangana,Warangal,BUNGA JYOTHI RAMANA,29183,1666770
AHNP,West Bengal,Krishnanagar,JAYANTO DEBNATH,2225,1631698
AHNP,West Bengal,Maldaha Dakshin,PAPPU AHAMED,2415,1575590
AHNP,West Bengal,Maldaha Uttar,NITYA DAS,1470,1685955
AIACP,Telangana,Hyderabad,MOTIUDDIN,1593,1823217
aicp,Gujarat,Kachchh,DHIRUBHAI BABULAL SHRIMALI,1596,1744321
aicp,Gujarat,Vadodara,LION DR. YASINALI POLRA,1795,1794896
aicp,Punjab,Ludhiana,MOHD. NASEEM ANSARI,1984,1561201
aicp,Punjab,Patiala,AMAR SINGH,936,1580273
aicp,Uttar Pradesh,Amroha,HUSNEIN RAZAA,858,1544245
AIDMMK,Tamil Nadu,Virudhunagar,"KAVITHA, A.",1765,1484256
AIFB,Andaman & Nicobar Islands,Andaman & Nicobar Islands,D A SATHYA PRABHA,225,269360
AIFB,Andhra Pradesh,Kakinada,VASAMSETTY VENKATARAMANA,1014,1563930
AIFB,Andhra Pradesh,Nandyal,RUDDIREDDY RADHAKRISHNA,673,1603220
AIFB,Arunachal Pradesh,ARUNACHAL WEST,JOMIN NYOKIR KARA,1921,463775
AIFB,Assam,Dibrugarh,KINJARAPU RAM MOHAN NAIDU,7112,1124305
AIFB,Assam,Jorhat,HOREN BORGOHAIN,3472,1189486
AIFB,Assam,Jorhat,RAJ KUMAR DUWARA,3438,1365035
AIFB,Assam,Kaliabor,KUMAR,2966,1457219
AIFB,Assam,Karimganj,AJOY KUMAR SARKAR,1538,1340173
AIFB,Assam,Nowgong,NURUL ISLAM CHOUDHURY,2783,1523881
AIFB,Assam,Silchar,Badrul Islam Barbhuiya,840,1195720
AIFB,Assam,Tezpur,NURUL HUDA IMDADUL ISLAM SAIKIA,4246,1259568
AIFB,Bihar,Hajipur (SC),SATYA NARAYAN PASWAN,3216,1649547
AIFB,Bihar,Jhanjharpur,Surendra Prasad Suman,4964,1852417
AIFB,Bihar,Muzaffarpur,Anirudh Singh,2543,1730553
AIFB,Bihar,Muzaffarpur,RAJESH KUMAR,6118,1551363
AIFB,Bihar,Sheohar,Devendra Prasad Singh,2640,1686215
AIFB,Bihar,Sheohar,ONKAR SINGH,2845,1485801
AIFB,Bihar,Sitamarhi,Braj Kishor,6307,1752454
AIFB,Chandigarh,CHANDIGARH,GURMAIL SINGH,164,646729
AIFB,Haryana,Faridabad,RAMKISHAN GOLA,1131,2071816
AIFB,Haryana,Karnal,BHATT ASHISHKUMAR MANOJKUMAR,1314,1684321
AIFB,Haryana,Sonipat,MOHAN,392,1592611
AIFB,Himachal Pradesh,Hamirpur,TULSI RAM SHARMA,775,1362269
AIFB,Himachal Pradesh,Mandi,CHANDERMANI,505,1281462
AIFB,Himachal Pradesh,Shimla,MANOJ RAGHUVANSHI,5817,1259085
AIFB,Jammu & Kashmir,Anantnag,ASIF JEELANI,803,1301143
AIFB,Jammu & Kashmir,Jammu,Javaid Ahmed,3866,2047302
AIFB,Jharkhand,Dhanbad,HEERA LAL SHANKHAVAR,1684,2072634
AIFB,Jharkhand,Dhanbad,NARENDRA PANDEY (RAM JI),2518,1890021
AIFB,Jharkhand,Giridih,SANJEEV KUMAR,2988,1511644
AIFB,Jharkhand,Hazaribagh,RAMESHWAR RAM KUSHWAHA,6819,3186388
AIFB,Jharkhand,Kodarma,PADALA SIVA PRASAD,6992,1639645
AIFB,Jharkhand,Kodarma,SHIVNATH SAW,4060,1814125
AIFB,Jharkhand,Rajmahal,NEERAJ HEMBROM,7543,1454436
AIFB,Jharkhand,Singhbhum,JOHN BARLA,16952,1152632
AIFB,Karnataka,Bangalore South,G.R. SHIVASHANKAR,586,1998724
AIFB,Madhya Pradesh,BHIND,VIJAY SINGH PATWA,1082,1765334
AIFB,Madhya Pradesh,BHIND,VIJAYSINGH KORI,2699,1600137
AIFB,Madhya Pradesh,KHAJURAHO,ADVOCATE RAKESH KUMAR SHUKLA,2154,1842095
AIFB,Madhya Pradesh,KHAJURAHO,KUMAR,3187,1702833
AIFB,Madhya Pradesh,MANDSOUR,KHODABOX SHAIKH,7992,1626556
AIFB,Madhya Pradesh,UJJAIN,RADHESHAYAM PANAVAR,1257,1525481
AIFB,Maharashtra,Mumbai North,SUNIL,653,1783870
AIFB,Maharashtra,Mumbai North central,BIRJA,693,1737084
AIFB,Maharashtra,Nashik,MAHESH RAM,1204,1593774
